Corridor,Released_Loads,Cars_Enroute,Cars_Dwelling,Cars_Entering,snapshotdate,Date
Prince Rupert,53,1450,602,0,2021-12-26,2021-12-24
Thunder Bay,168,1059,63,0,2021-12-26,2021-12-24
USA/MEX,0,592,137,0,2021-12-26,2021-12-24
Vancouver,49,4925,1241,113,2021-12-26,2021-12-24
Western Canada,5,161,45,0,2021-12-26,2021-12-24
Eastern Canada,39,203,70,0,2021-12-27,2021-12-25
Prince Rupert,194,1256,805,0,2021-12-27,2021-12-25
Thunder Bay,305,872,213,0,2021-12-27,2021-12-25
USA/MEX,33,563,133,0,2021-12-27,2021-12-25
Vancouver,503,4591,1653,135,2021-12-27,2021-12-25
Western Canada,12,155,105,1,2021-12-27,2021-12-25
Eastern Canada,103,185,15,1,2021-12-28,2021-12-26
Prince Rupert,337,1206,857,93,2021-12-28,2021-12-26
Thunder Bay,457,1115,428,368,2021-12-28,2021-12-26
USA/MEX,98,521,137,13,2021-12-28,2021-12-26
Vancouver,906,4621,2398,465,2021-12-28,2021-12-26
Western Canada,31,131,85,0,2021-12-28,2021-12-26
Eastern Canada,112,157,24,1,2021-12-29,2021-12-27
Prince Rupert,242,1309,665,103,2021-12-29,2021-12-27
Thunder Bay,568,976,272,57,2021-12-29,2021-12-27
USA/MEX,165,444,105,14,2021-12-29,2021-12-27
Vancouver,1193,4596,2363,562,2021-12-29,2021-12-27
Western Canada,37,124,85,0,2021-12-29,2021-12-27
Eastern Canada,80,128,22,3,2021-12-30,2021-12-28
Prince Rupert,84,1266,655,26,2021-12-30,2021-12-28
Thunder Bay,555,755,170,25,2021-12-30,2021-12-28
USA/MEX,160,459,95,36,2021-12-30,2021-12-28
Vancouver,1252,4509,2040,435,2021-12-30,2021-12-28
Western Canada,20,126,81,6,2021-12-30,2021-12-28
Eastern Canada,83,120,33,8,2021-12-31,2021-12-29
Prince Rupert,96,1359,654,94,2021-12-31,2021-12-29
Thunder Bay,570,696,146,103,2021-12-31,2021-12-29
USA/MEX,64,460,103,2,2021-12-31,2021-12-29
Vancouver,812,4429,2042,112,2021-12-31,2021-12-29
Western Canada,10,125,59,0,2021-12-31,2021-12-29
Eastern Canada,49,120,34,0,2022-01-01,2021-12-30
Prince Rupert,14,1343,695,0,2022-01-01,2021-12-30
Thunder Bay,252,705,166,13,2022-01-01,2021-12-30
USA/MEX,8,457,160,0,2022-01-01,2021-12-30
Vancouver,377,4409,2057,0,2022-01-01,2021-12-30
Western Canada,47,104,52,0,2022-01-01,2021-12-30
Eastern Canada,10,110,36,0,2022-01-02,2021-12-31
Prince Rupert,184,1227,798,0,2022-01-02,2021-12-31
Thunder Bay,84,703,196,0,2022-01-02,2021-12-31
USA/MEX,9,498,246,50,2022-01-02,2021-12-31
Vancouver,228,4585,2053,352,2022-01-02,2021-12-31
Western Canada,65,85,36,0,2022-01-02,2021-12-31
Eastern Canada,30,164,36,73,2022-01-03,2022-01-01
Prince Rupert,339,1086,907,14,2022-01-03,2022-01-01
Thunder Bay,261,844,162,222,2022-01-03,2022-01-01
USA/MEX,84,535,241,106,2022-01-03,2022-01-01
Vancouver,289,4677,2025,157,2022-01-03,2022-01-01
Western Canada,24,88,28,7,2022-01-03,2022-01-01
Eastern Canada,33,166,41,5,2022-01-04,2022-01-02
Prince Rupert,155,1086,900,0,2022-01-04,2022-01-02
Thunder Bay,363,816,109,111,2022-01-04,2022-01-02
USA/MEX,117,526,130,21,2022-01-04,2022-01-02
Vancouver,205,4935,1784,348,2022-01-04,2022-01-02
Western Canada,6,87,40,0,2022-01-04,2022-01-02
Eastern Canada,38,204,28,59,2022-01-05,2022-01-03
Prince Rupert,193,1237,891,212,2022-01-05,2022-01-03
Thunder Bay,433,777,72,126,2022-01-05,2022-01-03
USA/MEX,199,541,123,106,2022-01-05,2022-01-03
Vancouver,558,4929,1424,454,2022-01-05,2022-01-03
Western Canada,14,95,31,9,2022-01-05,2022-01-03
Eastern Canada,23,207,16,8,2022-01-06,2022-01-04
Prince Rupert,193,1315,789,78,2022-01-06,2022-01-04
Thunder Bay,345,779,54,112,2022-01-06,2022-01-04
USA/MEX,144,528,92,5,2022-01-06,2022-01-04
Vancouver,591,5227,1482,414,2022-01-06,2022-01-04
Western Canada,16,226,31,132,2022-01-06,2022-01-04
Eastern Canada,29,354,12,160,2022-01-07,2022-01-05
Prince Rupert,64,1315,696,0,2022-01-07,2022-01-05
Thunder Bay,402,731,120,123,2022-01-07,2022-01-05
USA/MEX,92,528,184,27,2022-01-07,2022-01-05
Vancouver,888,4913,1610,267,2022-01-07,2022-01-05
Western Canada,16,227,42,11,2022-01-07,2022-01-05
Eastern Canada,24,410,18,58,2022-01-08,2022-01-06
Prince Rupert,64,1315,802,0,2022-01-08,2022-01-06
Thunder Bay,305,731,119,0,2022-01-08,2022-01-06
USA/MEX,56,530,215,4,2022-01-08,2022-01-06
Vancouver,1017,4548,1732,4,2022-01-08,2022-01-06
Western Canada,15,227,35,0,2022-01-08,2022-01-06
Eastern Canada,5,409,15,0,2022-01-09,2022-01-07
Prince Rupert,0,1315,1012,0,2022-01-09,2022-01-07
Thunder Bay,67,731,251,0,2022-01-09,2022-01-07
USA/MEX,6,534,222,5,2022-01-09,2022-01-07
Vancouver,881,4634,1860,373,2022-01-09,2022-01-07
Western Canada,21,211,30,0,2022-01-09,2022-01-07
Eastern Canada,36,415,25,30,2022-01-10,2022-01-08
Prince Rupert,38,1352,912,75,2022-01-10,2022-01-08
Thunder Bay,42,706,150,0,2022-01-10,2022-01-08
USA/MEX,85,591,221,121,2022-01-10,2022-01-08
Vancouver,743,4338,1838,105,2022-01-10,2022-01-08
Western Canada,19,216,22,9,2022-01-10,2022-01-08
Eastern Canada,60,509,16,113,2022-01-11,2022-01-09
Prince Rupert,99,1390,916,99,2022-01-11,2022-01-09
Thunder Bay,192,642,211,6,2022-01-11,2022-01-09
USA/MEX,148,544,229,6,2022-01-11,2022-01-09
Vancouver,863,4386,1495,277,2022-01-11,2022-01-09
Western Canada,12,209,23,1,2022-01-11,2022-01-09
Eastern Canada,74,488,77,1,2022-01-12,2022-01-10
Prince Rupert,61,1391,607,1,2022-01-12,2022-01-10
Thunder Bay,292,642,189,115,2022-01-12,2022-01-10
USA/MEX,154,498,77,19,2022-01-12,2022-01-10
Vancouver,977,4091,1383,154,2022-01-12,2022-01-10
Western Canada,20,216,23,16,2022-01-12,2022-01-10
Eastern Canada,150,388,7,8,2022-01-13,2022-01-11
Prince Rupert,68,1427,312,104,2022-01-13,2022-01-11
Thunder Bay,205,596,184,0,2022-01-13,2022-01-11
USA/MEX,162,563,19,103,2022-01-13,2022-01-11
Vancouver,852,4052,1397,238,2022-01-13,2022-01-11
Western Canada,17,225,23,13,2022-01-13,2022-01-11
Eastern Canada,132,390,5,7,2022-01-14,2022-01-12
Prince Rupert,68,1522,405,95,2022-01-14,2022-01-12
Thunder Bay,402,568,53,103,2022-01-14,2022-01-12
USA/MEX,78,581,45,35,2022-01-14,2022-01-12
Vancouver,859,4618,807,861,2022-01-14,2022-01-12
Western Canada,12,227,25,2,2022-01-14,2022-01-12
Eastern Canada,64,412,6,24,2022-01-15,2022-01-13
Prince Rupert,230,1461,304,104,2022-01-15,2022-01-13
Thunder Bay,425,564,61,0,2022-01-15,2022-01-13
USA/MEX,79,555,15,4,2022-01-15,2022-01-13
Vancouver,1126,4254,479,362,2022-01-15,2022-01-13
Western Canada,140,103,22,8,2022-01-15,2022-01-13
Eastern Canada,28,431,9,33,2022-01-16,2022-01-14
Prince Rupert,510,1188,304,0,2022-01-16,2022-01-14
Thunder Bay,64,564,96,0,2022-01-16,2022-01-14
USA/MEX,67,667,72,126,2022-01-16,2022-01-14
Vancouver,1468,4084,477,454,2022-01-16,2022-01-14
Western Canada,135,111,37,10,2022-01-16,2022-01-14
Eastern Canada,46,426,16,17,2022-01-17,2022-01-15
Prince Rupert,508,1143,505,99,2022-01-17,2022-01-15
Thunder Bay,147,470,145,0,2022-01-17,2022-01-15
USA/MEX,143,547,103,11,2022-01-17,2022-01-15
Vancouver,1257,4014,600,288,2022-01-17,2022-01-15
Western Canada,2,145,44,34,2022-01-17,2022-01-15
Eastern Canada,50,410,12,0,2022-01-18,2022-01-16
Prince Rupert,413,1176,457,103,2022-01-18,2022-01-16
Thunder Bay,227,389,56,0,2022-01-18,2022-01-16
USA/MEX,180,545,139,3,2022-01-18,2022-01-16
Vancouver,1421,3401,829,55,2022-01-18,2022-01-16
Western Canada,2,246,49,103,2022-01-18,2022-01-16
Eastern Canada,100,366,17,4,2022-01-19,2022-01-17
Prince Rupert,309,1235,555,99,2022-01-19,2022-01-17
Thunder Bay,126,443,49,100,2022-01-19,2022-01-17
USA/MEX,80,541,167,15,2022-01-19,2022-01-17
Vancouver,1412,3330,597,398,2022-01-19,2022-01-17
Western Canada,7,247,44,1,2022-01-19,2022-01-17
Eastern Canada,67,500,42,139,2022-01-20,2022-01-18
Prince Rupert,162,1221,556,98,2022-01-20,2022-01-18
Thunder Bay,108,377,7,0,2022-01-20,2022-01-18
USA/MEX,31,619,179,82,2022-01-20,2022-01-18
Vancouver,1437,3100,790,407,2022-01-20,2022-01-18
Western Canada,12,374,52,129,2022-01-20,2022-01-18
Eastern Canada,15,500,57,7,2022-01-21,2022-01-19
Prince Rupert,114,1367,554,148,2022-01-21,2022-01-19
Thunder Bay,134,316,9,0,2022-01-21,2022-01-19
USA/MEX,44,606,103,9,2022-01-21,2022-01-19
Vancouver,1376,3233,688,525,2022-01-21,2022-01-19
Western Canada,15,374,46,3,2022-01-21,2022-01-19
Eastern Canada,21,487,48,0,2022-01-22,2022-01-20
Prince Rupert,149,1549,556,233,2022-01-22,2022-01-20
Thunder Bay,130,311,8,0,2022-01-22,2022-01-20
USA/MEX,37,598,140,1,2022-01-22,2022-01-20
Vancouver,926,3479,760,507,2022-01-22,2022-01-20
Western Canada,12,419,42,49,2022-01-22,2022-01-20
Eastern Canada,18,489,54,0,2022-01-23,2022-01-21
Prince Rupert,216,1650,413,168,2022-01-23,2022-01-21
Thunder Bay,3,311,8,0,2022-01-23,2022-01-21
USA/MEX,42,615,144,32,2022-01-23,2022-01-21
Vancouver,597,3791,875,515,2022-01-23,2022-01-21
Western Canada,21,398,38,4,2022-01-23,2022-01-21
Eastern Canada,28,527,48,67,2022-01-24,2022-01-22
Prince Rupert,202,1624,415,97,2022-01-24,2022-01-22
Thunder Bay,53,261,26,0,2022-01-24,2022-01-22
USA/MEX,35,619,150,11,2022-01-24,2022-01-22
Vancouver,631,3667,870,72,2022-01-24,2022-01-22
Western Canada,20,426,131,29,2022-01-24,2022-01-22
Eastern Canada,101,492,109,38,2022-01-25,2022-01-23
Prince Rupert,324,1498,518,2,2022-01-25,2022-01-23
Thunder Bay,343,198,26,0,2022-01-25,2022-01-23
USA/MEX,76,586,96,8,2022-01-25,2022-01-23
Vancouver,893,3522,1062,386,2022-01-25,2022-01-23
Western Canada,20,419,234,4,2022-01-25,2022-01-23
Eastern Canada,165,534,54,108,2022-01-26,2022-01-24
Prince Rupert,282,1450,452,0,2022-01-26,2022-01-24
Thunder Bay,380,186,26,25,2022-01-26,2022-01-24
USA/MEX,66,697,65,129,2022-01-26,2022-01-24
Vancouver,1051,3607,1106,593,2022-01-26,2022-01-24
Western Canada,21,421,241,7,2022-01-26,2022-01-24
Eastern Canada,167,476,49,28,2022-01-27,2022-01-25
Prince Rupert,196,1371,356,0,2022-01-27,2022-01-25
Thunder Bay,104,119,25,1,2022-01-27,2022-01-25
USA/MEX,73,683,61,11,2022-01-27,2022-01-25
Vancouver,1070,3774,1031,598,2022-01-27,2022-01-25
Western Canada,16,415,167,4,2022-01-27,2022-01-25
Eastern Canada,113,465,58,10,2022-01-28,2022-01-26
Prince Rupert,357,1448,402,304,2022-01-28,2022-01-26
Thunder Bay,140,91,22,8,2022-01-28,2022-01-26
USA/MEX,57,733,30,67,2022-01-28,2022-01-26
Vancouver,1332,3704,994,404,2022-01-28,2022-01-26
Western Canada,26,455,43,165,2022-01-28,2022-01-26
Eastern Canada,31,464,114,0,2022-01-29,2022-01-27
Prince Rupert,458,1302,310,0,2022-01-29,2022-01-27
Thunder Bay,107,57,0,0,2022-01-29,2022-01-27
USA/MEX,31,728,26,1,2022-01-29,2022-01-27
Vancouver,978,3984,738,343,2022-01-29,2022-01-27
Western Canada,14,455,80,0,2022-01-29,2022-01-27
Eastern Canada,14,464,156,1,2022-01-30,2022-01-28
Prince Rupert,516,1221,205,102,2022-01-30,2022-01-28
Thunder Bay,42,57,2,0,2022-01-30,2022-01-28
USA/MEX,9,754,60,28,2022-01-30,2022-01-28
Vancouver,980,3610,530,295,2022-01-30,2022-01-28
Western Canada,20,435,73,1,2022-01-30,2022-01-28
Eastern Canada,63,453,117,44,2022-01-31,2022-01-29
Prince Rupert,404,1033,60,97,2022-01-31,2022-01-29
Thunder Bay,146,36,2,0,2022-01-31,2022-01-29
USA/MEX,22,756,56,19,2022-01-31,2022-01-29
Vancouver,1072,3381,555,261,2022-01-31,2022-01-29
Western Canada,142,420,108,11,2022-01-31,2022-01-29
Eastern Canada,72,449,112,7,2022-02-01,2022-01-30
Prince Rupert,263,973,106,25,2022-02-01,2022-01-30
Thunder Bay,145,29,2,0,2022-02-01,2022-01-30
USA/MEX,90,691,69,8,2022-02-01,2022-01-30
Vancouver,1071,3482,714,591,2022-02-01,2022-01-30
Western Canada,127,423,177,6,2022-02-01,2022-01-30
Eastern Canada,48,419,119,2,2022-02-02,2022-01-31
Prince Rupert,335,732,108,0,2022-02-02,2022-01-31
Thunder Bay,78,28,1,0,2022-02-02,2022-01-31
USA/MEX,147,642,69,19,2022-02-02,2022-01-31
Vancouver,1094,2984,812,10,2022-02-02,2022-01-31
Western Canada,35,404,121,10,2022-02-02,2022-01-31
Eastern Canada,87,381,111,3,2022-02-03,2022-02-01
Prince Rupert,345,708,107,96,2022-02-03,2022-02-01
Thunder Bay,71,28,1,0,2022-02-03,2022-02-01
USA/MEX,100,635,81,14,2022-02-03,2022-02-01
Vancouver,1154,2833,896,400,2022-02-03,2022-02-01
Western Canada,30,414,101,11,2022-02-03,2022-02-01
Eastern Canada,135,532,86,205,2022-02-04,2022-02-02
Prince Rupert,263,609,108,0,2022-02-04,2022-02-02
Thunder Bay,2,27,1,1,2022-02-04,2022-02-02
USA/MEX,182,495,79,16,2022-02-04,2022-02-02
Vancouver,1146,2920,878,428,2022-02-04,2022-02-02
Western Canada,23,394,84,0,2022-02-04,2022-02-02
Eastern Canada,64,530,100,0,2022-02-05,2022-02-03
Prince Rupert,185,669,110,146,2022-02-05,2022-02-03
Thunder Bay,29,29,1,2,2022-02-05,2022-02-03
USA/MEX,193,469,65,0,2022-02-05,2022-02-03
Vancouver,1027,3532,886,1022,2022-02-05,2022-02-03
Western Canada,34,383,81,2,2022-02-05,2022-02-03
Eastern Canada,21,522,97,0,2022-02-06,2022-02-04
Prince Rupert,377,561,111,96,2022-02-06,2022-02-04
Thunder Bay,29,29,1,0,2022-02-06,2022-02-04
USA/MEX,72,427,80,1,2022-02-06,2022-02-04
Vancouver,860,3442,671,264,2022-02-06,2022-02-04
Western Canada,21,377,142,7,2022-02-06,2022-02-04
Eastern Canada,39,631,85,128,2022-02-07,2022-02-05
Prince Rupert,376,464,110,0,2022-02-07,2022-02-05
Thunder Bay,0,29,1,0,2022-02-07,2022-02-05
USA/MEX,68,404,106,7,2022-02-07,2022-02-05
Vancouver,1026,3464,497,384,2022-02-07,2022-02-05
Western Canada,40,357,144,10,2022-02-07,2022-02-05
Eastern Canada,88,706,203,84,2022-02-08,2022-02-06
Prince Rupert,436,467,108,99,2022-02-08,2022-02-06
Thunder Bay,33,28,0,0,2022-02-08,2022-02-06
USA/MEX,67,449,94,64,2022-02-08,2022-02-06
Vancouver,933,3855,368,782,2022-02-08,2022-02-06
Western Canada,40,347,103,3,2022-02-08,2022-02-06
Eastern Canada,116,794,81,108,2022-02-09,2022-02-07
Prince Rupert,192,558,108,91,2022-02-09,2022-02-07
Thunder Bay,33,28,1,0,2022-02-09,2022-02-07
USA/MEX,74,518,64,113,2022-02-09,2022-02-07
Vancouver,1067,3623,390,235,2022-02-09,2022-02-07
Western Canada,24,346,84,12,2022-02-09,2022-02-07
Eastern Canada,55,784,83,0,2022-02-10,2022-02-08
Prince Rupert,7,557,101,6,2022-02-10,2022-02-08
Thunder Bay,0,28,3,0,2022-02-10,2022-02-08
USA/MEX,69,540,57,48,2022-02-10,2022-02-08
Vancouver,1082,3704,288,554,2022-02-10,2022-02-08
Western Canada,14,372,182,27,2022-02-10,2022-02-08
Eastern Canada,64,770,64,10,2022-02-11,2022-02-09
Prince Rupert,183,614,101,57,2022-02-11,2022-02-09
Thunder Bay,24,4,4,0,2022-02-11,2022-02-09
USA/MEX,57,593,61,72,2022-02-11,2022-02-09
Vancouver,1039,3863,289,566,2022-02-11,2022-02-09
Western Canada,11,388,198,25,2022-02-11,2022-02-09
Eastern Canada,35,769,68,2,2022-02-12,2022-02-10
Prince Rupert,272,519,200,1,2022-02-12,2022-02-10
Thunder Bay,24,54,3,50,2022-02-12,2022-02-10
USA/MEX,30,589,64,3,2022-02-12,2022-02-10
Vancouver,1007,3940,534,425,2022-02-12,2022-02-10
Western Canada,17,396,198,17,2022-02-12,2022-02-10
Eastern Canada,8,810,82,46,2022-02-13,2022-02-11
Prince Rupert,196,513,200,94,2022-02-13,2022-02-11
Thunder Bay,0,54,3,0,2022-02-13,2022-02-11
USA/MEX,14,582,183,4,2022-02-13,2022-02-11
Vancouver,969,3494,485,120,2022-02-13,2022-02-11
Western Canada,38,342,165,0,2022-02-13,2022-02-11
Eastern Canada,29,830,100,36,2022-02-14,2022-02-12
Prince Rupert,192,512,8,0,2022-02-14,2022-02-12
Thunder Bay,0,54,3,0,2022-02-14,2022-02-12
USA/MEX,54,568,69,32,2022-02-14,2022-02-12
Vancouver,1121,3362,428,329,2022-02-14,2022-02-12
Western Canada,70,304,47,0,2022-02-14,2022-02-12
Eastern Canada,111,861,114,111,2022-02-15,2022-02-13
Prince Rupert,143,491,7,30,2022-02-15,2022-02-13
Thunder Bay,0,79,3,25,2022-02-15,2022-02-13
USA/MEX,84,656,62,117,2022-02-15,2022-02-13
Vancouver,1175,3337,356,557,2022-02-15,2022-02-13
Western Canada,44,304,69,11,2022-02-15,2022-02-13
Eastern Canada,160,806,178,0,2022-02-16,2022-02-14
Prince Rupert,211,431,9,100,2022-02-16,2022-02-14
Thunder Bay,7,192,2,114,2022-02-16,2022-02-14
USA/MEX,109,619,63,13,2022-02-16,2022-02-14
Vancouver,1071,3437,262,484,2022-02-16,2022-02-14
Western Canada,27,321,42,36,2022-02-16,2022-02-14
Eastern Canada,146,781,154,40,2022-02-17,2022-02-15
Prince Rupert,208,432,9,0,2022-02-17,2022-02-15
Thunder Bay,78,190,0,0,2022-02-17,2022-02-15
USA/MEX,141,592,61,25,2022-02-17,2022-02-15
Vancouver,890,3541,372,438,2022-02-17,2022-02-15
Western Canada,39,331,60,28,2022-02-17,2022-02-15
Eastern Canada,141,806,170,51,2022-02-18,2022-02-16
Prince Rupert,259,348,11,0,2022-02-18,2022-02-16
Thunder Bay,71,190,0,0,2022-02-18,2022-02-16
USA/MEX,147,652,67,120,2022-02-18,2022-02-16
Vancouver,1073,3617,260,722,2022-02-18,2022-02-16
Western Canada,28,338,117,21,2022-02-18,2022-02-16
Eastern Canada,76,779,240,19,2022-02-19,2022-02-17
Prince Rupert,192,341,12,102,2022-02-19,2022-02-17
Thunder Bay,82,190,25,0,2022-02-19,2022-02-17
USA/MEX,138,637,94,0,2022-02-19,2022-02-17
Vancouver,1483,3415,376,469,2022-02-19,2022-02-17
Western Canada,11,338,107,0,2022-02-19,2022-02-17
Eastern Canada,84,745,151,1,2022-02-20,2022-02-18
Prince Rupert,196,311,12,0,2022-02-20,2022-02-18
Thunder Bay,82,190,25,0,2022-02-20,2022-02-18
USA/MEX,66,620,93,3,2022-02-20,2022-02-18
Vancouver,1238,3145,409,144,2022-02-20,2022-02-18
Western Canada,13,326,178,0,2022-02-20,2022-02-18
Eastern Canada,169,749,188,94,2022-02-21,2022-02-19
Prince Rupert,37,311,9,0,2022-02-21,2022-02-19
Thunder Bay,0,190,25,0,2022-02-21,2022-02-19
USA/MEX,52,602,72,4,2022-02-21,2022-02-19
Vancouver,1385,3181,212,622,2022-02-21,2022-02-19
Western Canada,121,400,177,95,2022-02-21,2022-02-19
Eastern Canada,157,758,171,37,2022-02-22,2022-02-20
Prince Rupert,150,413,9,193,2022-02-22,2022-02-20
Thunder Bay,30,160,26,0,2022-02-22,2022-02-20
USA/MEX,129,544,187,18,2022-02-22,2022-02-20
Vancouver,1057,3213,651,368,2022-02-22,2022-02-20
Western Canada,133,387,119,11,2022-02-22,2022-02-20
Eastern Canada,116,679,196,0,2022-02-23,2022-02-21
Prince Rupert,151,508,8,104,2022-02-23,2022-02-21
Thunder Bay,82,145,1,0,2022-02-23,2022-02-21
USA/MEX,150,500,174,9,2022-02-23,2022-02-21
Vancouver,892,3196,724,195,2022-02-23,2022-02-21
Western Canada,37,409,118,29,2022-02-23,2022-02-21
Eastern Canada,161,728,152,91,2022-02-24,2022-02-22
Prince Rupert,67,508,8,0,2022-02-24,2022-02-22
Thunder Bay,104,122,47,0,2022-02-24,2022-02-22
USA/MEX,158,502,181,35,2022-02-24,2022-02-22
Vancouver,769,3397,488,576,2022-02-24,2022-02-22
Western Canada,13,424,98,17,2022-02-24,2022-02-22
Eastern Canada,131,766,162,58,2022-02-25,2022-02-23
Prince Rupert,0,700,6,193,2022-02-25,2022-02-23
Thunder Bay,52,94,47,0,2022-02-25,2022-02-23
USA/MEX,137,643,174,173,2022-02-25,2022-02-23
Vancouver,887,3880,405,928,2022-02-25,2022-02-23
Western Canada,14,433,200,22,2022-02-25,2022-02-23
Eastern Canada,37,790,218,27,2022-02-26,2022-02-24
Prince Rupert,100,600,5,0,2022-02-26,2022-02-24
Thunder Bay,53,329,46,258,2022-02-26,2022-02-24
USA/MEX,54,623,182,0,2022-02-26,2022-02-24
Vancouver,1173,3251,377,20,2022-02-26,2022-02-24
Western Canada,23,434,201,9,2022-02-26,2022-02-24
Eastern Canada,35,842,227,72,2022-02-27,2022-02-25
Prince Rupert,105,677,0,87,2022-02-27,2022-02-25
Thunder Bay,62,329,46,0,2022-02-27,2022-02-25
USA/MEX,78,730,89,109,2022-02-27,2022-02-25
Vancouver,1350,2887,307,224,2022-02-27,2022-02-25
Western Canada,23,399,158,0,2022-02-27,2022-02-25
Eastern Canada,72,1042,135,233,2022-02-28,2022-02-26
Prince Rupert,255,503,2,17,2022-02-28,2022-02-26
Thunder Bay,38,462,46,133,2022-02-28,2022-02-26
USA/MEX,104,863,97,163,2022-02-28,2022-02-26
Vancouver,1126,2799,245,269,2022-02-28,2022-02-26
Western Canada,49,446,222,57,2022-02-28,2022-02-26
Eastern Canada,100,1001,228,9,2022-03-01,2022-02-27
Prince Rupert,330,464,2,100,2022-03-01,2022-02-27
Thunder Bay,115,419,3,0,2022-03-01,2022-02-27
USA/MEX,112,821,103,13,2022-03-01,2022-02-27
Vancouver,1085,2934,172,591,2022-03-01,2022-02-27
Western Canada,97,418,116,26,2022-03-01,2022-02-27
Eastern Canada,89,1095,142,105,2022-03-02,2022-02-28
Prince Rupert,367,402,3,0,2022-03-02,2022-02-28
Thunder Bay,174,365,3,0,2022-03-02,2022-02-28
USA/MEX,91,807,71,13,2022-03-02,2022-02-28
Vancouver,916,3149,167,529,2022-03-02,2022-02-28
Western Canada,66,491,121,79,2022-03-02,2022-02-28
Eastern Canada,112,1092,112,69,2022-03-03,2022-03-01
Prince Rupert,360,502,3,100,2022-03-03,2022-03-01
Thunder Bay,154,440,0,129,2022-03-03,2022-03-01
USA/MEX,47,880,157,80,2022-03-03,2022-03-01
Vancouver,957,3149,264,522,2022-03-03,2022-03-01
Western Canada,9,583,127,96,2022-03-03,2022-03-01
Eastern Canada,98,1192,177,122,2022-03-04,2022-03-02
Prince Rupert,270,401,6,1,2022-03-04,2022-03-02
Thunder Bay,90,517,0,112,2022-03-04,2022-03-02
USA/MEX,64,912,260,68,2022-03-04,2022-03-02
Vancouver,1216,2835,273,228,2022-03-04,2022-03-02
Western Canada,20,595,164,26,2022-03-04,2022-03-02
Eastern Canada,74,1337,198,161,2022-03-05,2022-03-03
Prince Rupert,116,387,4,0,2022-03-05,2022-03-03
Thunder Bay,75,483,10,2,2022-03-05,2022-03-03
USA/MEX,53,1022,280,113,2022-03-05,2022-03-03
Vancouver,1453,2550,262,397,2022-03-05,2022-03-03
Western Canada,18,604,283,12,2022-03-05,2022-03-03
Eastern Canada,136,1459,269,177,2022-03-06,2022-03-04
Prince Rupert,164,436,5,199,2022-03-06,2022-03-04
Thunder Bay,223,424,11,0,2022-03-06,2022-03-04
USA/MEX,30,1024,263,33,2022-03-06,2022-03-04
Vancouver,1401,2717,250,715,2022-03-06,2022-03-04
Western Canada,17,593,297,3,2022-03-06,2022-03-04
Eastern Canada,224,1372,142,8,2022-03-07,2022-03-05
Prince Rupert,275,317,5,6,2022-03-07,2022-03-05
Thunder Bay,245,495,32,123,2022-03-07,2022-03-05
USA/MEX,61,1046,91,74,2022-03-07,2022-03-05
Vancouver,1051,2537,252,164,2022-03-07,2022-03-05
Western Canada,23,614,325,30,2022-03-07,2022-03-05
Eastern Canada,217,1343,129,59,2022-03-08,2022-03-06
Prince Rupert,227,312,6,97,2022-03-08,2022-03-06
Thunder Bay,199,436,14,0,2022-03-08,2022-03-06
USA/MEX,81,1127,183,109,2022-03-08,2022-03-06
Vancouver,826,2657,353,344,2022-03-08,2022-03-06
